Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Kunnert,C,24,HOU,80, ,29.2,5.8,11.9,.487, , , ,5.8,11.9,.487,.487,1.3,2.0,.654,3.3,6.5,9.8,1.9,0.7,1.3, ,3.9,12.9
C.J. Kupec,SF,23,LAL,16, ,3.4,0.6,2.5,.250, , , ,0.6,2.5,.250,.250,0.4,0.7,.636,0.3,1.2,1.4,0.3,0.2,0.0, ,0.4,1.7
Sam Lacey,C,27,KCK,81, ,38.1,5.0,12.6,.401, , , ,5.0,12.6,.401,.401,2.7,3.5,.759,2.7,10.0,12.6,4.7,1.6,1.7, ,3.5,12.8
John Lambert,PF,23,CLE,54, ,6.2,0.9,2.0,.445, , , ,0.9,2.0,.445,.445,0.5,0.7,.676,0.7,1.2,1.9,0.3,0.1,0.2, ,1.0,2.3
Bob Lanier*,C,27,DET,64, ,36.9,8.5,15.9,.532, , , ,8.5,15.9,.532,.532,4.4,5.8,.768,3.4,8.3,11.7,3.4,1.2,1.3, ,3.2,21.3
Stu Lantz,PG,29,LAL,53, ,16.1,1.6,3.8,.417, , , ,1.6,3.8,.417,.417,1.5,1.7,.899,0.5,1.3,1.9,1.4,0.5,0.1, ,2.0,4.7
John Laskowski,SG,22,CHI,71, ,22.1,4.0,9.7,.412, , , ,4.0,9.7,.412,.412,1.2,1.7,.725,0.7,2.4,3.1,0.8,0.8,0.1, ,1.3,9.2
Clyde Lee,C,31,PHI,79, ,18.0,1.6,3.6,.436, , , ,1.6,3.6,.436,.436,0.8,1.2,.663,2.1,3.7,5.7,0.7,0.3,0.3, ,2.4,3.9
Greg Lee,PG,24,POR,5, ,7.0,0.4,0.8,.500, , , ,0.4,0.8,.500,.500,0.4,0.4,1.000,0.0,0.4,0.4,2.2,0.4,0.0, ,1.2,1.2
Bob Love,SF,33,CHI,76, ,37.1,7.1,18.3,.390, , , ,7.1,18.3,.390,.390,4.8,5.9,.801,2.5,4.2,6.7,1.9,0.8,0.1, ,3.1,19.1
Phil Lumpkin,PG,24,PHO,34, ,10.9,0.6,1.9,.338, , , ,0.6,1.9,.338,.338,0.8,0.9,.867,0.2,0.5,0.7,1.4,0.4,0.0, ,0.8,2.1
Pete Maravich*,SG,28,NOJ,62, ,38.3,9.7,21.2,.459, , , ,9.7,21.2,.459,.459,6.4,7.9,.811,0.7,4.1,4.8,5.4,1.4,0.4, ,3.2,25.9
Jack Marin,SF,31,TOT,79, ,24.2,4.3,10.3,.422, , , ,4.3,10.3,.422,.422,2.0,2.4,.856,0.9,2.3,3.2,1.8,0.6,0.1, ,2.1,10.7
Jack Marin,SF,31,BUF,12, ,23.2,3.4,7.8,.436, , , ,3.4,7.8,.436,.436,2.3,2.8,.818,0.8,2.5,3.3,1.9,0.6,0.5, ,2.5,9.1
Jack Marin,SF,31,CHI,67, ,24.3,4.5,10.7,.421, , , ,4.5,10.7,.421,.421,2.0,2.3,.865,0.9,2.3,3.2,1.8,0.6,0.1, ,2.0,11.0
LaRue Martin,C,25,POR,63, ,14.1,1.7,4.8,.361, , , ,1.7,4.8,.361,.361,0.9,1.2,.740,1.1,3.9,4.9,1.1,0.1,0.4, ,2.0,4.4
Clyde Mayes,PF,22,MIL,65, ,14.6,1.8,3.8,.460, , , ,1.8,3.8,.460,.460,0.9,1.5,.577,1.5,2.6,4.0,0.6,0.1,0.6, ,2.4,4.4
Ken Mayfield,SG,27,NYK,13, ,4.9,1.3,3.5,.370, , , ,1.3,3.5,.370,.370,0.2,0.2,1.000,0.1,0.5,0.6,0.3,0.0,0.0, ,1.4,2.8
Bob McAdoo*,C,24,BUF,78, ,42.7,12.0,24.6,.487, , , ,12.0,24.6,.487,.487,7.2,9.4,.762,3.1,9.3,12.4,4.0,1.2,2.1, ,3.8,31.1
Jim McDaniels,C,27,LAL,35, ,6.9,1.2,2.9,.402, , , ,1.2,2.9,.402,.402,0.3,0.3,1.000,0.7,1.4,2.1,0.4,0.1,0.3, ,1.1,2.6
Glenn McDonald,SF,23,BOS,75, ,13.6,2.5,6.1,.419, , , ,2.5,6.1,.419,.419,0.5,0.7,.714,0.7,1.1,1.8,0.9,0.5,0.3, ,1.6,5.6
Jim McElroy,PG,22,NOJ,51, ,22.2,3.0,5.8,.510, , , ,3.0,5.8,.510,.510,1.6,2.2,.736,0.7,1.5,2.2,2.1,0.9,0.1, ,1.4,7.5
George McGinnis*,PF,25,PHI,77, ,38.3,8.4,20.2,.417, , , ,8.4,20.2,.417,.417,6.2,8.3,.740,3.4,9.2,12.6,4.7,2.6,0.5, ,4.3,23.0
Jon McGlocklin,SG,32,MIL,33, ,10.2,1.9,4.5,.426, , , ,1.9,4.5,.426,.426,0.3,0.3,.900,0.1,0.4,0.5,1.2,0.2,0.0, ,0.5,4.1
Tom McMillen,C,23,BUF,50, ,14.2,1.9,4.4,.432, , , ,1.9,4.4,.432,.432,0.8,1.1,.759,1.3,2.4,3.7,1.4,0.1,0.1, ,1.7,4.7
Jim McMillian,SF,27,BUF,74, ,35.3,6.6,12.4,.536, , , ,6.6,12.4,.536,.536,2.5,3.0,.858,1.8,3.5,5.3,2.8,1.2,0.2, ,1.9,15.8
Larry McNeill,PF,25,KCK,82, ,19.7,3.6,7.4,.484, , , ,3.6,7.4,.484,.484,2.5,3.3,.758,1.9,4.3,6.2,0.9,0.6,0.4, ,3.0,9.7
Cliff Meely,PF,28,TOT,34, ,9.2,1.5,3.9,.394, , , ,1.5,3.9,.394,.394,1.0,1.4,.688,0.6,2.2,2.9,0.6,0.4,0.2, ,1.8,4.0
Cliff Meely,PF,28,HOU,14, ,12.4,2.3,5.8,.395, , , ,2.3,5.8,.395,.395,0.6,1.1,.563,0.9,2.9,3.7,0.7,0.6,0.3, ,2.2,5.2
Cliff Meely,PF,28,LAL,20, ,7.0,1.0,2.6,.392, , , ,1.0,2.6,.392,.392,1.2,1.6,.750,0.5,1.8,2.3,0.5,0.3,0.2, ,1.5,3.2
Dean Meminger,SG,27,ATL,68, ,20.9,2.3,5.6,.409, , , ,2.3,5.6,.409,.409,1.5,2.2,.658,1.0,1.3,2.2,3.3,0.8,0.1, ,1.7,6.0
John Mengelt,SG,26,DET,67, ,16.5,3.9,8.1,.489, , , ,3.9,8.1,.489,.489,2.9,3.5,.810,0.4,1.3,1.7,1.6,0.6,0.1, ,2.1,10.7
Joe Meriweather,C,22,HOU,81, ,25.2,4.2,8.4,.494, , , ,4.2,8.4,.494,.494,1.9,3.0,.644,2.0,4.4,6.4,1.0,0.4,1.5, ,2.7,10.2
Dave Meyers,PF,22,MIL,72, ,22.1,2.8,6.6,.419, , , ,2.8,6.6,.419,.419,1.9,2.9,.643,1.7,4.5,6.2,1.4,1.0,0.3, ,2.0,7.4
Steve Mix,SF,28,PHI,81, ,37.5,5.2,10.4,.499, , , ,5.2,10.4,.499,.499,3.5,4.3,.818,2.7,5.5,8.2,2.7,2.0,0.4, ,3.6,13.9
Eric Money,PG,20,DET,80, ,28.3,5.6,11.8,.474, , , ,5.6,11.8,.474,.474,1.8,2.3,.806,1.0,1.6,2.6,4.2,1.7,0.1, ,3.0,13.0
Earl Monroe*,SG,31,NYK,76, ,38.0,8.5,17.8,.478, , , ,8.5,17.8,.478,.478,3.7,4.7,.787,0.6,3.0,3.6,4.0,1.5,0.3, ,2.8,20.7
Otto Moore,C,29,NOJ,81, ,29.7,3.6,8.3,.436, , , ,3.6,8.3,.436,.436,1.8,2.8,.637,2.0,7.8,9.8,2.7,1.0,1.7, ,3.1,9.0
Jeff Mullins,SG,33,GSW,29, ,10.7,2.0,4.1,.483, , , ,2.0,4.1,.483,.483,0.8,1.0,.793,0.4,0.7,1.1,1.3,0.5,0.0, ,1.2,4.8
Calvin Murphy*,PG,27,HOU,82, ,36.5,8.2,16.7,.493, , , ,8.2,16.7,.493,.493,4.5,5.0,.907,0.6,1.9,2.5,7.3,1.8,0.1, ,3.6,21.0
Lloyd Neal,PF,25,POR,68, ,34.1,6.4,13.3,.481, , , ,6.4,13.3,.481,.481,2.7,3.9,.694,2.1,6.5,8.6,1.7,0.8,1.6, ,3.7,15.5
Don Nelson*,SF,35,BOS,75, ,12.6,2.3,5.1,.462, , , ,2.3,5.1,.462,.462,1.7,2.1,.789,0.7,1.7,2.4,1.0,0.2,0.1, ,1.5,6.4
Louie Nelson,SG,24,NOJ,66, ,30.8,5.0,11.4,.433, , , ,5.0,11.4,.433,.433,2.6,3.5,.735,1.2,1.8,3.1,2.6,1.2,0.1, ,2.2,12.5
Mike Newlin,SG,27,HOU,82, ,37.4,6.9,13.7,.507, , , ,6.9,13.7,.507,.507,4.7,5.4,.865,0.9,3.2,4.1,5.6,1.3,0.1, ,3.2,18.6
Connie Norman,SG,22,PHI,65, ,12.6,2.8,6.5,.434, , , ,2.8,6.5,.434,.434,0.3,0.4,.833,0.8,0.8,1.6,1.0,0.4,0.1, ,1.3,5.9
Willie Norwood,SF,28,SEA,64, ,15.7,2.3,4.7,.485, , , ,2.3,4.7,.485,.485,2.4,3.2,.749,1.4,2.2,3.6,0.9,0.7,0.1, ,2.2,6.9
Frank Oleynick,SG,20,SEA,52, ,12.5,2.4,6.1,.402, , , ,2.4,6.1,.402,.402,1.0,1.5,.688,0.2,0.7,0.9,1.0,0.4,0.1, ,1.2,5.9
Steve Patterson,C,27,TOT,66, ,13.9,1.3,3.3,.382, , , ,1.3,3.3,.382,.382,0.5,0.8,.630,1.2,2.2,3.5,1.2,0.2,0.2, ,1.4,3.1
Steve Patterson,C,27,CLE,14, ,9.7,1.1,2.7,.395, , , ,1.1,2.7,.395,.395,0.6,0.7,.800,0.5,1.5,2.0,0.6,0.2,0.4, ,0.8,2.7
Steve Patterson,C,27,CHI,52, ,15.0,1.3,3.5,.379, , , ,1.3,3.5,.379,.379,0.5,0.8,.591,1.4,2.4,3.8,1.4,0.3,0.2, ,1.6,3.2
Curtis Perry,PF,27,PHO,71, ,33.1,5.4,10.9,.497, , , ,5.4,10.9,.497,.497,2.5,3.4,.732,2.8,6.9,9.6,2.6,1.2,0.9, ,3.8,13.3
Geoff Petrie,SG,27,POR,72, ,35.5,7.5,16.3,.461, , , ,7.5,16.3,.461,.461,3.8,4.6,.829,0.5,1.8,2.3,4.6,1.1,0.1, ,2.7,18.9
Cliff Pondexter,PF,21,CHI,75, ,17.7,2.1,5.1,.411, , , ,2.1,5.1,.411,.411,1.6,2.4,.670,1.5,3.6,5.1,1.2,0.4,0.3, ,1.8,5.8
Howard Porter,SF,27,DET,75, ,19.8,4.0,8.5,.469, , , ,4.0,8.5,.469,.469,1.0,1.3,.753,1.1,2.9,3.9,0.3,0.4,0.5, ,1.8,8.9
Kevin Porter,PG,25,DET,19, ,36.2,5.2,12.4,.421, , , ,5.2,12.4,.421,.421,2.2,2.9,.750,0.7,1.6,2.3,10.2,1.8,0.2, ,4.4,12.6
Jim Price,PG,26,MIL,80, ,31.6,5.0,12.0,.415, , , ,5.0,12.0,.415,.415,1.8,2.1,.849,0.9,2.3,3.3,4.9,1.9,0.4, ,3.3,11.7
Ed Ratleff,SF,25,HOU,72, ,33.3,4.4,9.0,.485, , , ,4.4,9.0,.485,.485,2.3,2.9,.816,1.5,3.8,5.3,3.6,1.6,0.5, ,3.3,11.1
Clifford Ray,C,27,GSW,82, ,26.6,2.6,4.9,.525, , , ,2.6,4.9,.525,.525,1.7,2.8,.609,3.3,6.2,9.5,1.8,1.0,1.0, ,3.0,6.9
Kevin Restani,PF,24,MIL,82, ,20.1,2.9,6.0,.475, , , ,2.9,6.0,.475,.475,0.3,0.5,.571,1.4,3.2,4.6,1.2,0.4,0.1, ,1.8,6.0
Pat Riley*,SG,30,TOT,62, ,13.1,1.9,4.9,.389, , , ,1.9,4.9,.389,.389,0.9,1.2,.714,0.3,0.5,0.8,0.9,0.4,0.1, ,1.8,4.7
Pat Riley*,SG,30,LAL,2, ,11.5,2.5,6.5,.385, , , ,2.5,6.5,.385,.385,0.5,1.5,.333,0.5,1.0,1.5,0.0,0.5,0.5, ,2.5,5.5
Pat Riley*,SG,30,PHO,60, ,13.2,1.9,4.8,.389, , , ,1.9,4.8,.389,.389,0.9,1.2,.730,0.3,0.5,0.8,1.0,0.4,0.1, ,1.8,4.6
Ron Riley,PF,25,HOU,65, ,16.1,1.8,4.3,.411, , , ,1.8,4.3,.411,.411,0.6,0.9,.679,1.4,3.3,4.7,1.2,0.5,0.3, ,2.1,4.1
Mike Riordan,SF,30,WSB,78, ,24.9,3.7,8.5,.440, , , ,3.7,8.5,.440,.440,0.9,1.2,.740,0.6,1.8,2.4,1.6,0.7,0.2, ,2.6,8.4
Rick Roberson,C,28,KCK,74, ,9.6,1.0,2.4,.406, , , ,1.0,2.4,.406,.406,0.6,1.4,.408,1.0,2.1,3.1,0.7,0.2,0.2, ,1.7,2.5
Truck Robinson,PF,24,WSB,82, ,25.1,4.3,9.5,.454, , , ,4.3,9.5,.454,.454,2.6,3.8,.672,1.7,5.1,6.8,1.4,0.5,1.3, ,2.9,11.2
Bill Robinzine,PF,23,KCK,75, ,17.7,3.1,6.7,.459, , , ,3.1,6.7,.459,.459,1.9,2.6,.732,1.7,3.0,4.7,0.8,1.1,0.1, ,3.9,8.0
John Roche,SG,26,LAL,15, ,3.5,0.2,0.9,.214, , , ,0.2,0.9,.214,.214,0.1,0.3,.500,0.0,0.2,0.2,0.4,0.0,0.0, ,0.5,0.5
Curtis Rowe,PF,26,DET,80, ,37.5,6.4,13.7,.468, , , ,6.4,13.7,.468,.468,3.2,4.3,.737,2.9,5.8,8.7,2.3,0.6,0.6, ,2.6,16.0
Campy Russell,SF,24,CLE,82, ,23.9,5.9,12.2,.482, , , ,5.9,12.2,.482,.482,3.2,4.2,.773,1.6,2.6,4.2,1.3,0.8,0.1, ,2.8,15.0
Cazzie Russell,SF,31,LAL,74, ,22.0,5.0,10.8,.463, , , ,5.0,10.8,.463,.463,1.8,2.0,.892,0.7,1.8,2.5,1.6,0.7,0.0, ,1.6,11.8
Fred Saunders,SF,24,PHO,17, ,8.6,1.6,3.8,.438, , , ,1.6,3.8,.438,.438,0.4,0.6,.545,0.6,1.5,2.2,0.8,0.3,0.1, ,1.4,3.6
Dale Schlueter,C,30,BUF,71, ,10.9,0.9,1.7,.500, , , ,0.9,1.7,.500,.500,0.8,1.1,.667,0.8,2.3,3.2,1.1,0.2,0.2, ,2.0,2.5
Charlie Scott*,SG,27,BOS,82, ,35.5,7.2,16.0,.449, , , ,7.2,16.0,.449,.449,3.3,4.1,.797,1.3,3.1,4.4,4.2,1.3,0.3, ,4.3,17.6
Bruce Seals,SF,22,SEA,81, ,30.1,4.8,11.0,.436, , , ,4.8,11.0,.436,.436,2.2,3.3,.678,1.9,4.3,6.3,1.5,0.8,0.5, ,3.9,11.8
Ed Searcy,SF,23,BOS,4, ,3.0,0.5,1.5,.333, , , ,0.5,1.5,.333,.333,0.5,0.5,1.000,0.0,0.0,0.0,0.3,0.0,0.0, ,1.0,1.5
Gene Short,SF,22,TOT,34, ,6.5,0.9,2.7,.352, , , ,0.9,2.7,.352,.352,0.6,0.9,.625,0.6,0.9,1.4,0.3,0.2,0.1, ,1.1,2.5
Gene Short,SF,22,SEA,7, ,5.3,0.9,1.6,.545, , , ,0.9,1.6,.545,.545,0.1,0.3,.500,0.3,0.7,1.0,0.3,0.0,0.0, ,0.7,1.9
Gene Short,SF,22,NYK,27, ,6.9,1.0,3.0,.325, , , ,1.0,3.0,.325,.325,0.7,1.1,.633,0.6,0.9,1.5,0.3,0.3,0.1, ,1.1,2.6
John Shumate,PF,23,TOT,75, ,26.3,4.4,7.9,.561, , , ,4.4,7.9,.561,.561,2.8,4.3,.650,1.9,5.5,7.4,1.7,1.1,0.5, ,2.1,11.7
John Shumate,PF,23,PHO,43, ,21.6,4.3,7.9,.550, , , ,4.3,7.9,.550,.550,2.7,4.3,.628,1.4,4.2,5.6,1.4,1.0,0.4, ,1.8,11.3
John Shumate,PF,23,BUF,32, ,32.7,4.6,7.9,.575, , , ,4.6,7.9,.575,.575,3.0,4.5,.678,2.6,7.3,9.8,2.0,1.2,0.6, ,2.6,12.2
Paul Silas,PF,32,BOS,81, ,32.9,3.9,9.1,.426, , , ,3.9,9.1,.426,.426,2.9,4.1,.709,4.5,8.1,12.7,2.5,0.7,0.4, ,2.8,10.7
Tal Skinner,SF,23,SEA,72, ,17.0,1.8,4.0,.463, , , ,1.8,4.0,.463,.463,0.7,1.1,.613,1.2,2.4,3.7,0.9,0.7,0.1, ,1.6,4.3
Jerry Sloan*,SG,33,CHI,22, ,28.0,3.8,9.5,.400, , , ,3.8,9.5,.400,.400,2.5,3.5,.705,1.8,3.5,5.3,1.0,1.2,0.2, ,3.5,10.1
Bingo Smith,SG,29,CLE,81, ,28.9,6.1,13.8,.442, , , ,6.1,13.8,.442,.442,1.4,1.7,.816,1.0,3.2,4.2,1.9,0.7,0.4, ,2.9,13.6
Elmore Smith,C,26,MIL,78, ,36.0,6.4,12.3,.518, , , ,6.4,12.3,.518,.518,2.8,4.5,.632,2.6,8.9,11.4,1.2,1.0,3.1, ,3.4,15.6
Greg Smith,SF,29,POR,1, ,3.0,0.0,1.0,.000, , , ,0.0,1.0,.000,.000,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0, ,2.0,0.0
Phil Smith,SG,23,GSW,82, ,34.1,8.0,16.9,.477, , , ,8.0,16.9,.477,.477,3.9,5.0,.788,1.6,3.0,4.6,4.4,1.3,0.2, ,2.7,20.0
Randy Smith,SG,27,BUF,82, ,38.6,8.6,17.3,.494, , , ,8.6,17.3,.494,.494,4.7,5.7,.817,1.3,3.8,5.1,5.9,1.9,0.0, ,3.3,21.8
Dick Snyder,SG,31,CLE,82, ,27.7,5.4,10.7,.501, , , ,5.4,10.7,.501,.501,1.9,2.3,.824,0.6,1.8,2.4,2.7,0.7,0.4, ,2.6,12.6
Ricky Sobers,SG,23,PHO,78, ,24.3,3.6,8.0,.449, , , ,3.6,8.0,.449,.449,2.0,2.5,.823,1.0,2.3,3.3,2.8,1.4,0.1, ,3.2,9.2
Mike Sojourner,C,22,ATL,67, ,23.9,3.7,7.8,.473, , , ,3.7,7.8,.473,.473,1.2,1.8,.672,1.9,4.8,6.7,0.9,0.6,0.6, ,2.6,8.6
Kevin Stacom,SG,24,BOS,77, ,14.5,2.2,5.0,.439, , , ,2.2,5.0,.439,.439,0.9,1.2,.747,0.8,1.3,2.1,1.7,0.3,0.1, ,1.5,5.3
Bud Stallworth,SF,26,NOJ,56, ,18.8,3.8,8.6,.437, , , ,3.8,8.6,.437,.437,1.5,2.2,.685,0.8,1.8,2.6,0.9,0.5,0.3, ,2.4,9.1
Larry Steele,SG,26,POR,81, ,29.4,4.0,8.0,.495, , , ,4.0,8.0,.495,.495,1.9,2.5,.759,1.0,2.7,3.6,4.0,2.1,0.2, ,3.6,9.9
Terry Thomas,PF,22,DET,28, ,4.9,1.0,2.3,.431, , , ,1.0,2.3,.431,.431,0.8,1.0,.724,0.5,0.8,1.3,0.1,0.1,0.1, ,0.8,2.8
Nate Thurmond*,C,34,TOT,78, ,17.9,1.8,4.3,.421, , , ,1.8,4.3,.421,.421,0.8,1.6,.504,1.5,3.8,5.3,1.2,0.3,1.3, ,2.1,4.4
Nate Thurmond*,C,34,CHI,13, ,20.0,1.5,3.5,.444, , , ,1.5,3.5,.444,.444,0.6,1.4,.444,1.1,4.4,5.5,2.0,0.3,0.9, ,1.2,3.7
Nate Thurmond*,C,34,CLE,65, ,17.4,1.9,4.5,.418, , , ,1.9,4.5,.418,.418,0.8,1.6,.514,1.6,3.7,5.3,1.0,0.3,1.3, ,2.2,4.6
Rudy Tomjanovich,PF,27,HOU,79, ,36.9,7.9,15.2,.517, , , ,7.9,15.2,.517,.517,2.8,3.6,.767,2.1,6.3,8.4,2.4,0.5,0.2, ,2.6,18.5
George Trapp,PF,27,DET,76, ,14.4,3.7,7.9,.462, , , ,3.7,7.9,.462,.462,0.8,1.2,.716,1.0,2.0,3.0,0.7,0.4,0.3, ,2.2,8.1
Wes Unseld*,C,29,WSB,78, ,37.5,4.1,7.3,.561, , , ,4.1,7.3,.561,.561,1.5,2.5,.585,3.5,9.8,13.3,5.2,1.1,0.8, ,2.6,9.6
Dick Van Arsdale,SG,32,PHO,58, ,32.2,4.8,9.8,.484, , , ,4.8,9.8,.484,.484,3.4,4.1,.830,0.7,1.7,2.4,2.4,0.9,0.2, ,1.9,12.9
Tom Van Arsdale,SF,32,ATL,75, ,27.0,4.6,10.5,.441, , , ,4.6,10.5,.441,.441,1.7,2.2,.759,0.5,2.0,2.5,1.9,0.8,0.1, ,2.7,10.9
Norm Van Lier,PG,28,CHI,76, ,39.8,4.8,13.0,.366, , , ,4.8,13.0,.366,.366,3.1,4.2,.737,1.8,3.6,5.4,6.6,2.0,0.3, ,3.9,12.6
Neal Walk,C,27,NYK,82, ,16.3,3.2,7.4,.432, , , ,3.2,7.4,.432,.432,1.0,1.2,.798,1.2,3.5,4.7,1.5,0.3,0.3, ,2.5,7.4
Foots Walker,PG,24,CLE,81, ,15.8,1.8,4.6,.388, , , ,1.8,4.6,.388,.388,1.0,1.3,.778,0.7,1.6,2.2,3.6,1.2,0.1, ,1.7,4.6
Jimmy Walker,SG,31,KCK,73, ,34.1,6.3,13.0,.483, , , ,6.3,13.0,.483,.483,3.2,3.7,.865,0.7,1.8,2.4,2.4,1.2,0.2, ,2.5,15.7
Bill Walton*,C,23,POR,51, ,33.1,6.8,14.4,.471, , , ,6.8,14.4,.471,.471,2.6,4.5,.583,2.6,10.8,13.4,4.3,1.0,1.6, ,2.8,16.1
Cornell Warner,PF,27,LAL,81, ,31.0,3.1,6.5,.479, , , ,3.1,6.5,.479,.479,1.1,1.6,.695,2.8,6.2,8.9,1.3,0.7,0.6, ,3.5,7.3
Jim Washington,PF,32,BUF,1, ,7.0,0.0,1.0,.000, , , ,0.0,1.0,.000,.000,0.0,0.0, ,1.0,0.0,1.0,1.0,0.0,0.0, ,0.0,0.0
Kermit Washington,PF,24,LAL,36, ,13.7,1.1,2.5,.433, , , ,1.1,2.5,.433,.433,1.3,1.8,.682,1.4,3.2,4.6,0.6,0.3,0.7, ,2.1,3.4
Slick Watts,PG,24,SEA,82, ,33.9,5.3,12.4,.427, , , ,5.3,12.4,.427,.427,2.4,4.2,.578,1.4,3.1,4.5,8.1,3.2,0.2, ,3.3,13.0
Nick Weatherspoon,SF,25,WSB,64, ,16.9,3.4,7.2,.476, , , ,3.4,7.2,.476,.476,1.5,2.1,.701,1.3,3.0,4.3,0.9,0.7,0.3, ,2.7,8.3
Scott Wedman,SF,23,KCK,82, ,36.2,6.6,14.4,.456, , , ,6.6,14.4,.456,.456,2.3,3.0,.780,2.4,5.0,7.4,2.4,1.3,0.4, ,3.4,15.5
Bob Weiss,PG,33,BUF,66, ,15.1,1.3,2.8,.486, , , ,1.3,2.8,.486,.486,0.5,0.7,.729,0.2,0.8,1.0,2.3,0.7,0.2, ,1.4,3.2
Walt Wesley,C,31,LAL,1, ,7.0,1.0,2.0,.500, , , ,1.0,2.0,.500,.500,2.0,4.0,.500,0.0,1.0,1.0,1.0,0.0,0.0, ,2.0,4.0
Paul Westphal*,PG,25,PHO,82, ,36.1,8.0,16.2,.494, , , ,8.0,16.2,.494,.494,4.5,5.4,.830,0.9,2.3,3.2,5.4,2.6,0.5, ,2.7,20.5
John Wetzel,SG,31,PHO,37, ,6.7,0.6,1.2,.478, , , ,0.6,1.2,.478,.478,0.5,0.6,.833,0.2,0.8,1.0,0.5,0.2,0.1, ,0.8,1.7
Jo Jo White*,PG,29,BOS,82, ,39.7,8.2,18.2,.449, , , ,8.2,18.2,.449,.449,2.6,3.1,.838,0.7,3.1,3.8,5.4,1.3,0.2, ,2.2,18.9
Rudy White,SG,22,HOU,32, ,8.9,1.3,3.2,.412, , , ,1.3,3.2,.412,.412,0.6,0.8,.720,0.4,0.8,1.2,0.9,0.6,0.2, ,1.0,3.2
Sidney Wicks,PF,26,POR,79, ,38.5,7.3,15.2,.483, , , ,7.3,15.2,.483,.483,4.4,6.5,.674,3.1,5.9,9.0,3.1,1.0,0.7, ,3.2,19.1
Jamaal Wilkes*,SF,22,GSW,82, ,33.1,7.5,16.3,.463, , , ,7.5,16.3,.463,.463,2.8,3.6,.772,2.4,6.4,8.8,2.0,1.2,0.4, ,2.7,17.8
Earl Williams,C,24,DET,46, ,12.2,1.6,3.3,.480, , , ,1.6,3.3,.480,.480,0.5,1.0,.500,2.2,3.2,5.5,0.4,0.5,0.4, ,1.8,3.7
Gus Williams,PG,22,GSW,77, ,22.4,4.7,11.1,.428, , , ,4.7,11.1,.428,.428,2.2,3.0,.742,0.8,1.3,2.1,3.1,1.8,0.3, ,1.9,11.7
Nate Williams,SF,25,NOJ,81, ,23.9,5.2,11.7,.444, , , ,5.2,11.7,.444,.444,2.4,3.0,.824,1.7,2.8,4.4,1.3,1.3,0.2, ,3.1,12.8
Ron Williams,PG,31,LAL,9, ,17.6,1.9,4.8,.395, , , ,1.9,4.8,.395,.395,1.1,1.4,.769,0.2,1.9,2.1,2.3,0.3,0.0, ,1.7,4.9
Bill Willoughby,SF,18,ATL,62, ,14.0,1.8,4.6,.398, , , ,1.8,4.6,.398,.398,1.1,1.6,.660,1.7,3.0,4.6,0.5,0.6,0.5, ,1.4,4.7
Bobby Wilson,SG,25,CHI,58, ,14.8,3.4,8.4,.403, , , ,3.4,8.4,.403,.403,0.7,1.0,.741,0.6,1.1,1.6,0.9,0.4,0.0, ,1.7,7.5
Lee Winfield,PG,28,KCK,22, ,9.7,1.5,3.0,.485, , , ,1.5,3.0,.485,.485,0.4,0.6,.643,0.4,0.7,1.1,0.9,0.5,0.3, ,0.6,3.3
Harthorne Wingo,PF,28,NYK,57, ,9.4,1.3,2.9,.442, , , ,1.3,2.9,.442,.442,0.7,1.1,.667,0.8,1.1,1.9,0.3,0.3,0.1, ,1.0,3.2
Brian Winters,SG,23,MIL,78, ,35.8,7.9,17.1,.464, , , ,7.9,17.1,.464,.464,2.3,2.8,.829,0.8,2.3,3.2,4.7,1.6,0.3, ,3.1,18.2
Luke Witte,C,25,CLE,22, ,4.5,0.5,1.5,.344, , , ,0.5,1.5,.344,.344,0.4,0.7,.600,0.4,1.3,1.7,0.2,0.0,0.0, ,0.6,1.4
Dave Wohl,PG,26,HOU,50, ,14.0,1.3,3.3,.405, , , ,1.3,3.3,.405,.405,0.8,1.0,.776,0.2,0.9,1.1,2.2,0.5,0.0, ,2.2,3.4
